id;name;category;text1;text2;text3;text4;text5;text6;text7;text8;text9;text10;link1Text;link1Url;link2Text;link2Url;link3Text;link3Url;image1ImageUrl;image1AltText;image1Link;image2ImageUrl;image2AltText;image2Link;image3ImageUrl;image3AltText;image3Link;image4ImageUrl;image4AltText;image4Link;image5ImageUrl;image5AltText;image5Link;image6ImageUrl;image6AltText;image6Link;additionalData1;additionalData2;additionalData3;additionalData4;additionalData5;additionalData6;additionalData7;additionalData8;additionalData9;additionalData10;additionalData11;additionalData12;additionalData13;additionalData14;additionalData15;additionalData16;additionalData17;additionalData18;additionalData19;additionalData20
016399;Eyeshadow Pen Smoky Topaz;Make-up;Eyeshadow Pen Smoky Topaz;;;;;;;;;;;https://www.labiosthetique.it/eyeshadow-pen?childSku=4040218791099;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/e/y/eyeshadow_pen_smoky_topaz_247547_1_4g_967ad30.jpg/eyeshadow_pen_smoky_topaz_247547_1_4g_967ad30.jpg;;https://www.labiosthetique.it/eyeshadow-pen?childSku=4040218791099;;;;;;;;;;;;;;;;Pratico ombretto in matita: crea velocemente e con la massima semplicità un make-up occhi perfetto, che non cola e resistente all’acqua.;;;;;;;;;;;;;;;;;;;
002396;Sun Care Body Lotion SPF 50;Trattamenti pelle;Sun Care Body Lotion SPF 50;;;;;;;;;;;https://www.labiosthetique.it/sun-care-body-lotion-spf-50;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/u/sun_care_body_lotion_spf_50_359049_200ml_eb1f61b.jpg/sun_care_body_lotion_spf_50_359049_200ml_eb1f61b.jpg;;https://www.labiosthetique.it/sun-care-body-lotion-spf-50;;;;;;;;;;;;;;;;Lozione solare SPF 50;;;;;;;;;;;;;;;;;;;
120725;Spa Wellness Hair Shampoo;Hair & Scalp Care;Spa Wellness Hair Shampoo;;;;;;;;;;;https://www.labiosthetique.it/spa-wellness-hair-shampoo?childSku=4040218855999;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/p/spa_wellness_hair_shampoo_329927_250ml_6bca0d7.jpg/spa_wellness_hair_shampoo_329927_250ml_6bca0d7.jpg;;https://www.labiosthetique.it/spa-wellness-hair-shampoo?childSku=4040218855999;;;;;;;;;;;;;;;;Shampoo wellness per capelli;;;;;;;;;;;;;;;;;;;
120107;Glam+Colour Icy Crystal .07 .LV Colouring Conditioner;Hair & Scalp Care;Glam+Colour Icy Crystal .07 .LV Colouring Conditioner;;;;;;;;;;;https://www.labiosthetique.it/glam-colour-icy-crystal-07-lv-colouring-conditioner;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/g/l/glam_colour_icy_crystal_.07_.lv_colouring_conditioner_381819_150ml_992a2dd.jpg/glam_colour_icy_crystal_.07_.lv_colouring_conditioner_381819_150ml_992a2dd.jpg;;https://www.labiosthetique.it/glam-colour-icy-crystal-07-lv-colouring-conditioner;;;;;;;;;;;;;;;;Trattamento per le tonalità fredde del biondo;;;;;;;;;;;;;;;;;;;
019055;Automatic Pencil for Lips LL32 Rosewood;Make-up;Automatic Pencil for Lips LL32 Rosewood;;;;;;;;;;;https://www.labiosthetique.it/automatic-pencil-for-lips?childSku=4040218888799;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/a/u/automatic_pencil_for_lips_ll32_rosewood_247661_0_35g_bcf0a7c.jpg/automatic_pencil_for_lips_ll32_rosewood_247661_0_35g_bcf0a7c.jpg;;https://www.labiosthetique.it/automatic-pencil-for-lips?childSku=4040218888799;;;;;;;;;;;;;;;;Matita contorno labbra, resistente all’acqua, per una bordatura precisa della bocca.;;;;;;;;;;;;;;;;;;;
020607;Brilliant Nail Top Coat;Make-up;Brilliant Nail Top Coat;;;;;;;;;;;https://www.labiosthetique.it/brilliant-nail-top-coat;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/b/r/brilliant_nail_top_coat_247759_9ml_d91b577.jpg/brilliant_nail_top_coat_247759_9ml_d91b577.jpg;;https://www.labiosthetique.it/brilliant-nail-top-coat;;;;;;;;;;;;;;;;Smalto trasparente fissatore dall’effetto ultra lucido: può essere applicato a protezione dell’unghia sopra uno smalto o anche da solo, senza smalto colorato sotto.;;;;;;;;;;;;;;;;;;;
017524;Pencil for Eyes Violet Silk;Make-up;Pencil for Eyes Violet Silk;;;;;;;;;;;https://www.labiosthetique.it/pencil-for-eyes?childSku=4040218875898;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/p/e/pencil_for_eyes_violet_silk_388826_1_06g_fdde857.jpg/pencil_for_eyes_violet_silk_388826_1_06g_fdde857.jpg;;https://www.labiosthetique.it/pencil-for-eyes?childSku=4040218875898;;;;;;;;;;;;;;;;Matita delicata per sguardi naturali – giorno dopo giorno.;;;;;;;;;;;;;;;;;;;
002142;Harmonising Wellness Tea Bustine;Trattamenti pelle;Harmonising Wellness Tea Bustine;;;;;;;;;;;https://www.labiosthetique.it/harmonising-wellness-tea?childSku=4040218879698;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/h/a/harmonising_wellness_tea_beutel_405842_30g_c63bcfe.jpg/harmonising_wellness_tea_beutel_405842_30g_c63bcfe.jpg;;https://www.labiosthetique.it/harmonising-wellness-tea?childSku=4040218879698;;;;;;;;;;;;;;;;Tisana Wellness, da agricoltura biologica controllata  ;;;;;;;;;;;;;;;;;;;
012938;Scalp Care Set Méthode Clarifiante ;Hair & Scalp Care;Scalp Care Set Méthode Clarifiante ;;;;;;;;;;;https://www.labiosthetique.it/scalp-care-set-methode-clarifiante;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/c/scalp_care_set_m_thode_clarifiante_411245_1Set_4e4ffe5.jpg/scalp_care_set_m_thode_clarifiante_411245_1Set_4e4ffe5.jpg;;https://www.labiosthetique.it/scalp-care-set-methode-clarifiante;;;;;;;;;;;;;;;;Il Set di Méthode Clarifiante tiene sotto controllo l'eccessiva formazione di sudore sulla cute.;;;;;;;;;;;;;;;;;;;
003939;Homme Hair Beard Body Wash;Hair & Scalp Care,Trattamenti pelle;Homme Hair Beard Body Wash;;;;;;;;;;;https://www.labiosthetique.it/hair-beard-body-wash?childSku=4040218802597;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/h/o/homme_hair_beard_body_wash_247993_75ml_39d6dd2.jpg/homme_hair_beard_body_wash_247993_75ml_39d6dd2.jpg;;https://www.labiosthetique.it/hair-beard-body-wash?childSku=4040218802597;;;;;;;;;;;;;;;;Per pelle, capelli e barba: Gel doccia energizzante che deterge delicatamente e nutre profondamente la pelle e i capelli, proteggendoli dalla disidratazione.;;;;;;;;;;;;;;;;;;;
